,word,number,percent_of_count
0,get,522,0.6160673189269571
1,know,390,0.46028018080749666
3,going,373,0.44021668574665707
4,one,342,0.4036303124004202
5,ship,331,0.39064805089046517
6,go,290,0.34225962162608725
7,take,273,0.32219612656524765
8,archer,272,0.32101592097343357
9,want,266,0.313934687422549
10,think,261,0.30803365946347855
11,right,250,0.29505139795352353
12,back,248,0.2926909867698953
13,could,246,0.2903305755862671
14,like,246,0.2903305755862671
15,trip,245,0.28915036999445304
16,need,242,0.2856097532190108
17,let,238,0.28088893085175437
18,time,232,0.27380769730086985
19,got,224,0.2643660525663571
20,come,222,0.26200564138272886
21,see,206,0.24312235191370338
22,would,202,0.238401529546447
23,people,198,0.2336807071791906
24,tell,184,0.21715782889379331
25,find,178,0.21007659534290876
26,help,176,0.20771618415928056
27,vulcan,174,0.20535577297565236
28,way,167,0.1970943338329537
29,enterprise,165,0.1947339226493255
30,long,154,0.18175166113937047
31,something,153,0.18057145554755638
32,good,146,0.1723100164048577
33,look,145,0.17112981081304363
34,make,143,0.16876939962941545
35,keep,141,0.16640898844578725
36,two,137,0.16168816607853087
37,weapon,136,0.16050796048671678
38,captain,135,0.1593277548949027
39,sure,127,0.14988611016038994
40,doctor,127,0.14988611016038994
41,ca,125,0.14752569897676177
42,little,122,0.14398508220131945
43,thing,117,0.138084054242249
44,warp,115,0.1357236430586208
45,might,115,0.1357236430586208
46,maybe,113,0.1333632318749926
47,said,111,0.13100282069136443
48,year,110,0.12982261509955034
49,well,108,0.12746220391592214
50,give,108,0.12746220391592214
51,malcolm,107,0.12628199832410808
52,lot,106,0.12510179273229396
53,ahead,105,0.12392158714047986
54,put,104,0.12274138154866578
55,anything,101,0.1192007647732235
56,phlox,101,0.1192007647732235
57,earth,100,0.1180205591814094
58,say,99,0.1168403535895953
59,travis,99,0.1168403535895953
60,told,96,0.11329973681415302
61,three,95,0.11211953122233892
62,crew,95,0.11211953122233892
63,work,92,0.10857891444689666
64,hoshi,92,0.10857891444689666
65,never,92,0.10857891444689666
66,copyright,92,0.10857891444689666
67,much,91,0.10739870885508256
68,first,91,0.10739870885508256
69,try,91,0.10739870885508256
70,human,89,0.10503829767145438
71,course,89,0.10503829767145438
72,wo,89,0.10503829767145438
73,officer,88,0.10385809207964028
74,day,87,0.10267788648782618
75,thought,87,0.10267788648782618
76,problem,83,0.0979570641205698
77,better,83,0.0979570641205698
78,thanks,83,0.0979570641205698
79,starfleet,74,0.08733521379424296
80,may,71,0.08379459701880067
81,ready,71,0.08379459701880067
82,mission,70,0.08261439142698658
83,bridge,69,0.08143418583517249
84,happened,69,0.08143418583517249
85,talk,68,0.08025398024335839
86,away,68,0.08025398024335839
87,bring,68,0.08025398024335839
88,last,67,0.0790737746515443
89,still,66,0.0778935690597302
90,even,65,0.07671336346791612
